chr6	200001	290000
chr6	290001	340000
chr6	340001	400000
chr6	400001	530000
chr6	530001	590000
chr6	590001	720000
chr6	720001	910000
chr6	910001	1160000
chr6	1160001	1430000
chr6	1430001	1610000
chr6	1610001	1740000
chr6	1740001	2100000
chr6	2100001	2200000
chr6	2200001	2260000
chr6	2260001	2350000
chr6	2350001	2550000
chr6	2550001	2620000
chr6	2620001	2730000
chr6	2760001	2840000
chr6	2840001	2940000
chr6	2940001	2990000
chr6	2990001	3070000
chr6	3070001	3120000
chr6	3120001	3260000
chr6	3280001	3740000
chr6	3740001	3980000
chr6	4020001	4170000
chr6	4170001	4200000
chr6	4200001	4260000
chr6	4260001	4360000
chr6	4360001	4760000
chr6	4760001	4940000
chr6	4940001	5010000
chr6	5010001	5060000
chr6	5060001	5140000
chr6	5140001	5400000
chr6	5430001	5470000
chr6	5470001	5990000
chr6	5990001	6180000
chr6	6190001	6290000
chr6	6300001	6390000
chr6	6390001	6500000
chr6	6500001	6550000
chr6	6550001	6590000
chr6	6590001	6670000
chr6	6670001	6920000
chr6	6920001	7070000
chr6	7070001	7240000
chr6	7240001	7600000
chr6	7600001	7640000
chr6	7640001	7720000
chr6	7720001	7890000
chr6	7890001	8000000
chr6	8000001	8070000
chr6	8070001	8110000
chr6	8110001	8230000
chr6	8230001	8260000
chr6	8260001	8500000
chr6	8500001	8550000
chr6	8550001	8770000
chr6	8780001	8800000
chr6	8800001	8910000
chr6	8910001	8970000
chr6	8970001	9080000
chr6	9080001	9330000
chr6	9330001	9450000
chr6	9450001	9550000
chr6	9550001	9630000
chr6	9630001	9700000
chr6	9700001	9780000
chr6	9780001	9810000
chr6	9820001	9890000
chr6	9890001	10440000
chr6	10440001	10690000
chr6	10690001	10750000
chr6	10750001	10840000
chr6	10840001	10950000
chr6	10950001	11090000
chr6	11090001	11150000
chr6	11150001	11230000
chr6	11230001	11370000
chr6	11370001	11500000
chr6	11500001	11580000
chr6	11580001	11650000
chr6	11650001	11840000
chr6	11840001	12010000
chr6	12010001	12150000
chr6	12150001	12290000
chr6	12290001	12610000
chr6	12610001	12850000
chr6	12850001	13200000
chr6	13200001	13330000
chr6	13330001	13430000
chr6	13430001	13500000
chr6	13500001	13590000
chr6	13610001	13710000
chr6	13710001	13810000
chr6	13810001	14040000
chr6	14060001	14150000
chr6	14150001	14210000
chr6	14210001	14870000
chr6	14870001	15240000
chr6	15240001	15390000
chr6	15390001	15480000
chr6	15480001	15690000
chr6	15690001	15880000
chr6	15880001	15900000
chr6	15900001	16130000
chr6	16130001	16220000
chr6	16240001	16330000
chr6	16330001	16410000
chr6	16410001	16510000
chr6	16510001	16590000
chr6	16590001	16760000
chr6	16760001	16990000
chr6	16990001	17100000
chr6	17100001	17140000
chr6	17140001	17200000
chr6	17200001	17330000
chr6	17330001	17590000
chr6	17590001	17720000
chr6	17720001	17820000
chr6	17820001	18130000
chr6	18130001	18210000
chr6	18210001	18260000
chr6	18260001	18330000
chr6	18330001	18550000
chr6	18550001	18620000
chr6	18620001	18710000
chr6	18710001	18850000
chr6	18850001	18880000
chr6	18880001	19120000
chr6	19120001	19220000
chr6	19230001	19250000
chr6	19250001	19300000
chr6	19300001	19390000
chr6	19390001	19580000
chr6	19580001	20080000
chr6	20080001	20210000
chr6	20210001	20290000
chr6	20290001	20400000
chr6	20400001	20540000
chr6	20540001	20880000
chr6	20880001	21000000
chr6	21000001	21160000
chr6	21160001	21270000
chr6	21270001	21330000
chr6	21330001	21440000
chr6	21440001	21590000
chr6	21590001	22320000
chr6	22320001	22580000
chr6	22580001	22750000
chr6	22750001	23000000
chr6	23000001	23200000
chr6	23200001	23280000
chr6	23280001	23360000
chr6	23360001	23460000
chr6	23460001	23770000
chr6	23810001	23990000
chr6	23990001	24060000
chr6	24060001	24080000
chr6	24090001	24360000
chr6	24360001	24520000
chr6	24520001	24590000
